Code-Mixing Index_cm,M-Index_cm,I-Index_cm,Burstiness_cm
1.7777777777777781,1.932822628167354,1.1895910780669143,0.25373707280232516
5.517241379310345,6.6534653465346505,3.888888888888889,0.027602184213094485
2.2580645161290325,2.5048796356538707,1.6194331983805668,0.0918708145430444
3.114956736711989,3.5681693323520545,2.4752475247524752,0.10968497830346098
2.7740058195926287,3.1393102288894976,2.0194174757281553,0.19068559080491065
2.7014218009478674,3.0489323973797204,2.2802850356294537,0.22745771312949703
2.122905027932962,2.3419745002118573,1.797752808988764,-0.024253857094498187
3.9830508474576276,4.6838913788557885,2.723404255319149,0.10038581427843855
3.079847908745248,3.523701524053454,2.2857142857142856,0.07164885080916024
0.5504587155963292,0.5655847043130264,0.7407407407407407,-0.10154171681705265
2.735042735042734,3.0907526059099153,2.0689655172413794,0.26438681195252994
3.597122302158273,4.184714778650614,2.898550724637681,-0.07156945415613383
2.4827586206896552,2.7788245304807653,2.2145328719723185,0.15203105087634525
3.3333333333333326,3.846153846153844,2.56,0.035344414252087036
2.9166666666666674,3.3179190751445082,2.526315789473684,-0.05427193957931282
3.6764705882352944,4.287038467480303,2.3703703703703702,0.058237472020186316
1.8487394957983194,2.0161221892235894,2.0338983050847457,0.2745330886092382
1.9571865443425085,2.1442605821758356,1.7177914110429449,0.01811586024462416
4.957264957264957,5.945253348864301,4.137931034482759,0.02115543937999743
3.3057851239669422,3.8109612300726363,2.3841059602649004,0.11119568830007293
3.789473684210527,4.4330721253798195,3.386243386243386,0.12090824116183291
4.345238095238095,5.154232328384653,2.865671641791045,0.0020026547014739596
4.328358208955223,5.132310803977748,3.6090225563909772,-0.02519879254297699
1.2646370023419196,1.3438769605982734,1.1267605633802817,0.13795106625829565
4.328358208955223,5.132310803977748,3.2958801498127337,0.004005367831359035
2.3834196891191706,2.6572428556865675,2.0833333333333335,0.002822996029262075
3.287671232876712,3.787839586028462,2.7586206896551726,-0.0960304914798265
2.5161290322580654,2.819828713214696,1.812297734627832,0.21663377076767926
1.6260162601626014,1.756158209651098,1.9672131147540983,0.02068178239775536
3.1746031746031744,3.6438638707459607,2.978723404255319,0.02287311054801419
3.373493975903614,3.897518660480128,1.951219512195122,-0.21332172119786033
3.5064935064935066,4.068098232293272,2.6143790849673203,-0.019274981211959925
3.0263157894736836,3.4560279557367486,1.589403973509934,-0.02862231275703427
1.9701492537313434,2.1596437432958067,1.9161676646706587,0.11861884617507401
2.2018348623853217,2.436930807076311,2.2222222222222223,0.0642805125167105
4.842105263157894,5.797304393488536,3.386243386243386,0.0620353001231683
2.9357798165137616,3.3419427288040415,2.2222222222222223,0.07751614197721658
2.9166666666666674,3.3179190751445082,1.6783216783216783,-0.1016657100648473
2.02247191011236,2.2218793396080865,1.8181818181818183,0.04234682258594376
3.8167938931297707,4.468425933732398,3.076923076923077,0.13942440826882896
1.8689320388349517,2.0399050959502643,1.4580801944106925,0.20963576258176964
1.9999999999999996,2.1951219512195115,1.8604651162790697,0.2364050483922129
3.176470588235294,3.646236660685616,2.3668639053254434,-0.0958156519222445
3.3766233766233755,3.901524032825321,3.130434782608696,0.08167870829959951
4.181818181818182,4.941960978019263,3.669724770642202,-0.18422195010759407
3.089430894308942,3.5358325131967403,2.2857142857142856,0.18603238016526402
2.8925619834710736,3.287652584290056,2.323651452282158,0.07671687162820703
3.6986301369863006,4.315648085963733,3.310344827586207,0.021686884706385204
2.954545454545454,3.36555056955471,1.839080459770115,0.1486338967009746
2.2878228782287824,2.5409402161848327,1.777777777777778,0.08381541014961771
1.6666666666666674,1.803278688524592,1.6736401673640167,0.3073383458105604
2.7956989247311825,3.166387578017962,2.5945945945945947,-0.005553128918510338
3.651925820256776,4.25536605814112,2.5142857142857142,0.2186784352996421
5.438596491228069,6.555414012738851,3.5398230088495577,-0.24388651222452798
2.9591836734693877,3.3713887922032733,2.4615384615384617,0.05754811805977184
4.67065868263473,5.576096062552357,3.855421686746988,0.16400781823732213
5.272727272727273,6.346933261280737,3.669724770642202,0.009367458847007262
1.725490196078432,1.8717251200408958,1.4659685863874343,0.1124175934117802
3.3898305084745757,3.9184326269492216,2.051282051282051,-0.14242755938418084
1.0526315789473697,1.1076923076923098,1.2121212121212122,0.14253676098545082
3.0414746543778803,3.4751752754328216,2.0323325635103924,0.0771445293104735
0.37735849056603765,0.38447319778188616,0.5063291139240507,-0.025095238508680482
2.5988700564971756,2.921839554547332,1.8181818181818183,0.04702553822059082
2.857142857142858,3.243243243243244,2.6519337016574585,-0.15820285412831575
2.962962962962963,3.3761467889908263,2.553191489361702,0.04402387457932633
1.7241379310344818,1.8701482004234273,0.9248554913294798,0.1262060701652588
2.5,2.8000000000000003,2.119205298013245,0.13715964670606687
1.9377162629757794,2.1211813366228887,1.3888888888888888,0.13147272414256742
4.697986577181208,5.611419731383165,3.783783783783784,0.13926471115127925
5.128205128205128,6.163655685441017,4.155844155844156,0.09257405388208266
2.02247191011236,2.2218793396080865,1.3559322033898304,0.016530288555959376
2.3809523809523814,2.654232424677189,1.28,-0.048316954461722565
4.220183486238531,4.991798107255518,2.962962962962963,0.06356673492341117
3.520000000000001,4.085459298656812,2.5806451612903225,0.03572053686616107
1.5625,1.6828294352538506,1.256544502617801,0.09429358386426434
3.4083601286173626,3.942167702131951,2.064516129032258,-0.020688872545186997
3.81578947368421,4.467125860989353,3.178807947019868,-0.0327782158327595
2.251308900523561,2.4967029202706197,1.6797900262467191,0.13465926194766084
3.3684210526315783,3.891026627674312,2.553191489361702,-0.09867316029040211
3.129251700680271,3.5862936183590044,2.191780821917808,0.05244668256397659
2.1052631578947367,2.320819112627986,2.119205298013245,-0.08025873162192508
1.5238095238095228,1.6383405468172685,1.5311004784688995,0.07820725351614011
3.492957746478873,4.0507062981503585,2.4823695345557124,0.19935897478069467
2.1064814814814814,2.3222792624750346,1.5758980301274623,0.13817401420219305
2.981366459627328,3.3993279917291277,2.0,-0.10065800864008227
2.426035502958579,2.709311380576257,1.777777777777778,0.08158992669836529
